 Animal ID, Site, Mouse strain, Genotype, Gender, Age (months), Schedule name, Schedule run date,Day, Week
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150922,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150923,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150924,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150926,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150927,1,1
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20150930,1,2
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151001,1,2
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151002,1,2
 lw263f325, UWO, 5FAD, w, M,4, Mouse PAL Punish Incorrect Training v3 ,20151004,1,2
gt104f216,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:56:49 AM,1,1
gt104f216,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:56:36 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/30/2015 11:59:01 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/29/2015 11:26:03 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 12:21:22 PM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 12:24:56 PM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 11:39:47 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 12:10:00 PM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 12:40:48 PM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:44:14 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 10:25:33 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:56:52 AM,1,1
gt104f217,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:56:39 AM,1,1
gt104f218,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 12:40:50 PM,1,1
gt104f218,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:44:16 AM,1,1
gt104f218,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 10:25:35 AM,1,1
gt104f218,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:56:54 AM,1,1
gt104f218,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:56:42 AM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 12:25:00 PM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 11:39:52 AM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 12:10:05 PM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 12:40:53 PM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:44:19 AM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 10:25:37 AM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:56:57 AM,1,1
gt104f219,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:56:44 AM,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 10:23:51,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 10:41:00,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:34:02,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:51:35,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:41,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:06,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 10:23:51,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 10:41:00,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:34:02,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:51:35,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:41,1,1
gt105f220,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:06,1,1
gt105f221,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:44,1,1
gt105f221,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:08,1,1
gt105f221,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:44,1,1
gt105f221,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:08,1,1
gt105f222,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:46,1,1
gt105f222,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:11,1,1
gt105f222,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:46,1,1
gt105f222,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:11,1,1
gt105f223,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:48,1,1
gt105f223,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:13,1,1
gt105f223,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:11:48,1,1
gt105f223,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:31:13,1,1
gt106f224,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 09:54:12,1,1
gt106f224,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:18:20,1,1
gt106f225,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 09:54:14,1,1
gt106f225,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:18:23,1,1
gt106f226,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/21/2015 09:54:31,1,1
gt106f226,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/20/2015 10:24:28,1,1
gt106f226,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/17/2015 09:34:07,1,1
gt106f226,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 09:54:17,1,1
gt106f226,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:18:25,1,1
gt106f227,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 09:54:19,1,1
gt106f227,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:18:28,1,1
gt107f228,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 10:38:34 AM,1,1
gt107f228,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:10:16 AM,1,1
gt107f228,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:35:50 AM,1,1
gt107f228,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 9:58:34 AM,1,1
gt107f228,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 9:58:56 AM,1,1
gt107f229,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 9:58:36 AM,1,1
gt107f229,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 9:58:58 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 10:01:44 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 10:06:56 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 10:17:07 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 10:38:39 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:10:21 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:35:55 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 9:58:38 AM,1,1
gt107f230,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 9:59:01 AM,1,1
gt107f231,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 9:58:41 AM,1,1
gt107f231,UOG,5FAD,t,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 9:59:03 AM,1,1
gw100f200,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:14:01,1,1
gw100f200,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:11:06,1,1
gw100f201,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:14:02,1,1
gw100f201,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:11:06,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 09:50:29,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:34:12,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 09:42:43,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 09:45:42,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:06:59,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:41:20,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:14:02,1,1
gw100f202,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:11:07,1,1
gw100f203,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:14:03,1,1
gw100f203,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:11:07,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/31/2015 09:49:50,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/30/2015 09:40:17,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/29/2015 09:23:15,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 09:24:55,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 09:56:42,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:37:46,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:30:49,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 09:34:35,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 09:39:07,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:18:12,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:25:20,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:06,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:18,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/31/2015 09:49:50,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/30/2015 09:40:17,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/29/2015 09:23:15,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 09:24:55,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 09:56:42,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:37:46,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:30:49,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 09:34:35,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 09:39:07,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:18:12,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:25:20,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:06,1,1
gw101f204,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:18,1,1
gw101f205,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:09,1,1
gw101f205,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:21,1,1
gw101f205,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:09,1,1
gw101f205,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:21,1,1
gw101f206,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:11,1,1
gw101f206,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:23,1,1
gw101f206,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:11,1,1
gw101f206,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:23,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/29/2015 09:23:22,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 09:25:02,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 09:56:50,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:37:53,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 09:34:42,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 09:39:15,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:18:19,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:25:28,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:13,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:26,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/29/2015 09:23:22,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 09:25:02,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 09:56:50,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 09:37:53,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 09:34:42,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 09:39:15,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 10:18:19,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 09:25:28,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 09:40:13,1,1
gw101f207,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:07:26,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/29/2015 10:21:56,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/28/2015 10:45:48,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/27/2015 11:05:16,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/24/2015 10:50:00,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/22/2015 10:53:34,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/21/2015 11:09:14,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/20/2015 11:24:26,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/17/2015 10:03:22,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 10:19:35,1,1
gw102f208,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:49:05,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/28/2015 10:45:51,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/27/2015 11:05:19,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/24/2015 10:50:02,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/22/2015 10:53:36,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/21/2015 11:09:16,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/20/2015 11:24:29,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/17/2015 10:03:24,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 10:19:38,1,1
gw102f209,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:49:07,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/28/2015 10:45:53,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/27/2015 11:05:21,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/24/2015 10:50:05,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/22/2015 10:53:39,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/21/2015 11:09:18,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/20/2015 11:24:32,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/17/2015 10:03:27,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 10:19:40,1,1
gw102f210,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:49:10,1,1
gw102f211,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/16/2015 10:19:43,1,1
gw102f211,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,07/15/2015 10:49:12,1,1
gw103f212,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:09:52 AM,1,1
gw103f212,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:57:30 AM,1,1
gw103f212,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:24:10 AM,1,1
gw103f212,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:21:52 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/28/2015 11:05:43 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/27/2015 11:10:50 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 11:07:33 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 11:06:31 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 11:26:16 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:09:55 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:57:32 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:24:12 AM,1,1
gw103f213,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:21:55 AM,1,1
gw103f214,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 11:26:18 AM,1,1
gw103f214,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:09:58 AM,1,1
gw103f214,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:57:35 AM,1,1
gw103f214,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:24:15 AM,1,1
gw103f214,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:21:57 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/24/2015 11:07:38 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/22/2015 11:06:35 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/21/2015 11:26:20 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/20/2015 11:10:00 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/17/2015 9:57:37 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/16/2015 10:24:17 AM,1,1
gw103f215,UOG,5FAD,w,F,4,Mouse PAL Punish Incorrect Training v3,7/15/2015 10:22:00 AM,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/2/2015 10:24,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/3/2015 10:14,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:34,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:43,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:44,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/5/2015 9:17,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/6/2015 9:36,1,1
gw77x159,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/9/2015 12:38,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/29/2015 10:30,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/29/2015 10:45,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/30/2015 10:30,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/2/2015 10:24,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/3/2015 10:14,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:34,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:43,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/4/2015 10:44,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/5/2015 9:17,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/6/2015 9:36,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/9/2015 12:38,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/11/2015 12:55,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/12/2015 12:42,1,1
gw77x160,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/13/2015 13:01,1,1
gw77x161,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/29/2015 10:30,1,1
gw77x161,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/29/2015 10:45,1,1
gw77x161,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/30/2015 10:30,1,1
gw78x163,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/29/2015 10:49,1,1
gw78x163,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,1/30/2015 10:37,1,1
gw78x163,UOG,3XTG,w,F,4,Mouse PAL Punish Incorrect Training v3,2/2/2015 10:40,1,1
